Title,Artist,Duration_ms,Duration_s,Duration_min
"""Shape of You""",Ed Sheeran,233712,233.71,3.9
"""Despacito (Remix)""",Luis Fonsi and Daddy Yankee featuring Justin Bieber,229360,229.36,3.82
"""That's What I Like""",Bruno Mars,206693,206.69,3.44
"""Humble""",Kendrick Lamar,177000,177.0,2.95
"""Something Just Like This""",The Chainsmokers and Coldplay,230573,230.57,3.84
"""Bad and Boujee""",Migos featuring Lil Uzi Vert,343150,343.15,5.72
"""Closer""",The Chainsmokers featuring Halsey,244960,244.96,4.08
"""Body Like a Back Road""",Sam Hunt,165386,165.39,2.76
"""Believer""",Imagine Dragons,204346,204.35,3.41
"""Congratulations""",Post Malone featuring Quavo,220293,220.29,3.67
"""Say You Won't Let Go""",James Arthur,211466,211.47,3.52
"""I'm the One""","DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",288600,288.6,4.81
"""XO Tour Llif3""",Lil Uzi Vert,182706,182.71,3.05
"""Mask Off""",Future,204600,204.6,3.41
"""Unforgettable""",French Montana featuring Swae Lee,233901,233.9,3.9
"""24K Magic""",Bruno Mars,225983,225.98,3.77
"""Stay""",Zedd and Alessia Cara,210400,210.4,3.51
"""Wild Thoughts""",DJ Khaled featuring Rihanna and Bryson Tiller,204173,204.17,3.4
"""Black Beatles""",Rae Sremmurd featuring Gucci Mane,291893,291.89,4.86
"""Starboy""",The Weeknd featuring Daft Punk,230453,230.45,3.84
"""Location""",Khalid,219080,219.08,3.65
"""Attention""",Charlie Puth,208786,208.79,3.48
"""There's Nothing Holdin' Me Back""",Shawn Mendes,199440,199.44,3.32
"""Bodak Yellow""",Cardi B,223712,223.71,3.73
"""Redbone""",Childish Gambino,326933,326.93,5.45
"""I Don't Wanna Live Forever""",Zayn and Taylor Swift,247160,247.16,4.12
"""It Ain't Me""",Kygo and Selena Gomez,178273,178.27,2.97
"""iSpy""",Kyle featuring Lil Yachty,253106,253.11,4.22
"""Issues""",Julia Michaels,176320,176.32,2.94
"""Scars to Your Beautiful""",Alessia Cara,230240,230.24,3.84
"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,250173,250.17,4.17
"""Slow Hands""",Niall Horan,188174,188.17,3.14
"""Love on the Brain""",Rihanna,224000,224.0,3.73
"""I Feel It Coming""",The Weeknd featuring Daft Punk,269186,269.19,4.49
"""Bounce Back""",Big Sean,222360,222.36,3.71
"""Strip That Down""",Liam Payne featuring Quavo,202061,202.06,3.37
"""Fake Love""",Drake,210937,210.94,3.52
"""Don't Wanna Know""",Maroon 5 featuring Kendrick Lamar,214265,214.26,3.57
"""Look What You Made Me Do""",Taylor Swift,211853,211.85,3.53
"""Castle on the Hill""",Ed Sheeran,261153,261.15,4.35
"""Bad Things""",Machine Gun Kelly and Camila Cabello,202804,202.8,3.38
"""Paris""",The Chainsmokers,221506,221.51,3.69
"""Side to Side""",Ariana Grande featuring Nicki Minaj,226160,226.16,3.77
"""Rockabye""",Clean Bandit featuring Sean Paul and Anne-Marie,251173,251.17,4.19
"""Feel It Still""",Portugal. The Man,163253,163.25,2.72
"""Let Me Love You""",DJ Snake featuring Justin Bieber,205946,205.95,3.43
"""Sorry Not Sorry""",Demi Lovato,203760,203.76,3.4
"""Bank Account""",21 Savage,220306,220.31,3.67
"""Can't Stop the Feeling!""",Justin Timberlake,236001,236.0,3.93
"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,235746,235.75,3.93
"""Thunder""",Imagine Dragons,187146,187.15,3.12
"""T-shirt""",Migos,242407,242.41,4.04
"""Rake It Up""",Yo Gotti featuring Nicki Minaj,276333,276.33,4.61
"""Mercy""",Shawn Mendes,208733,208.73,3.48
"""Tunnel Vision""",Kodak Black,268186,268.19,4.47
"""Rockstar""",Post Malone featuring 21 Savage,218146,218.15,3.64
"""In Case You Didn't Know""",Brett Young,224853,224.85,3.75
"""Heathens""",Twenty One Pilots,195920,195.92,3.27
"""Now or Never""",Halsey,214801,214.8,3.58
"""Caroline""",Aminé,209640,209.64,3.49
"""Rolex""",Ayo & Teo,194745,194.75,3.25
"""DNA""",Kendrick Lamar,185946,185.95,3.1
"""Juju on That Beat (TZ Anthem)""",Zay Hilfigerrr & Zayion McCall,144244,144.24,2.4
"""Swang""",Rae Sremmurd,208120,208.12,3.47
"""Passionfruit""",Drake,298940,298.94,4.98
"""Loyalty""",Kendrick Lamar featuring Rihanna,227360,227.36,3.79
"""Praying""",Kesha,230266,230.27,3.84
"""Goosebumps""",Travis Scott,243836,243.84,4.06
"""Cold""",Maroon 5 featuring Future,234308,234.31,3.91
"""Broccoli""",DRAM featuring Lil Yachty,225205,225.21,3.75
"""Slide""",Calvin Harris featuring Frank Ocean and Migos,230813,230.81,3.85
"""What Ifs""",Kane Brown featuring Lauren Alaina,188253,188.25,3.14
"""Chained to the Rhythm""",Katy Perry featuring Skip Marley,237733,237.73,3.96
"""Feels""","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",223413,223.41,3.72
"""All Time Low""",Jon Bellion,217603,217.6,3.63
"""Hurricane""",Luke Combs,222533,222.53,3.71
"""Too Good at Goodbyes""",Sam Smith,201000,201.0,3.35
"""Young Dumb & Broke""",Khalid,202546,202.55,3.38
"""Magnolia""",Playboi Carti,181812,181.81,3.03
"""Love Galore""",SZA featuring Travis Scott,275080,275.08,4.58
"""Drowning""",A Boogie wit da Hoodie featuring Kodak Black,209269,209.27,3.49
"""Starving""",Hailee Steinfeld and Grey featuring Zedd,181880,181.88,3.03
"""Both""",Gucci Mane featuring Drake,190311,190.31,3.17
"""What About Us""",P!nk,269600,269.6,4.49
