Title,Artist,Duration_ms,Duration_s,Duration_min
"""God's Plan""",Drake,198973,198.97,3.32
"""Perfect""",Ed Sheeran,263400,263.4,4.39
"""Meant to Be""",Bebe Rexha featuring Florida Georgia Line,163870,163.87,2.73
"""Havana""",Camila Cabello featuring Young Thug,217306,217.31,3.62
"""Rockstar""",Post Malone featuring 21 Savage,218146,218.15,3.64
"""Psycho""",Post Malone featuring Ty Dolla Sign,221440,221.44,3.69
"""I Like It""","Cardi B, Bad Bunny and J Balvin",253390,253.39,4.22
"""The Middle""","Zedd, Maren Morris and Grey",184732,184.73,3.08
"""In My Feelings""",Drake,217925,217.93,3.63
"""Girls Like You""",Maroon 5 featuring Cardi B,235545,235.54,3.93
"""Nice for What""",Drake,210746,210.75,3.51
"""Lucid Dreams""",Juice Wrld,239835,239.84,4.0
"""Better Now""",Post Malone,231266,231.27,3.85
"""Finesse""",Bruno Mars featuring Cardi B,217288,217.29,3.62
"""Boo'd Up""",Ella Mai,256063,256.06,4.27
"""New Rules""",Dua Lipa,212000,212.0,3.53
"""Sad!""",XXXTentacion,166605,166.6,2.78
"""Never Be the Same""",Camila Cabello,226973,226.97,3.78
"""Love Lies""",Khalid and Normani,200185,200.19,3.34
"""No Tears Left to Cry""",Ariana Grande,205920,205.92,3.43
"""Mine""",Bazzi,131064,131.06,2.18
"""Thunder""",Imagine Dragons,187146,187.15,3.12
"""Look Alive""",BlocBoy JB featuring Drake,181414,181.41,3.02
"""Delicate""",Taylor Swift,232253,232.25,3.87
"""Yes Indeed""",Lil Baby and Drake,142417,142.42,2.37
"""Friends""",Marshmello and Anne-Marie,180822,180.82,3.01
"""Bad at Love""",Halsey,181279,181.28,3.02
"""Taste""",Tyga featuring Offset,229210,229.21,3.82
"""Let You Down""",NF,212120,212.12,3.54
"""No Limit""",G-Eazy featuring ASAP Rocky and Cardi B,245386,245.39,4.09
"""Fefe""",6ix9ine featuring Nicki Minaj and Murda Beatz,179404,179.4,2.99
"""Tequila""",Dan + Shay,196746,196.75,3.28
"""Feel It Still""",Portugal. The Man,163253,163.25,2.72
"""MotorSport""","Migos, Nicki Minaj and Cardi B",303076,303.08,5.05
"""I Like Me Better""",Lauv,197436,197.44,3.29
"""Youngblood""",5 Seconds of Summer,203417,203.42,3.39
"""Whatever It Takes""",Imagine Dragons,201240,201.24,3.35
"""Ric Flair Drip""",Offset and Metro Boomin,172800,172.8,2.88
"""I Fall Apart""",Post Malone,223346,223.35,3.72
"""Pray for Me""",The Weeknd and Kendrick Lamar,211440,211.44,3.52
"""Back to You""",Selena Gomez,207904,207.9,3.47
"""Sicko Mode""",Travis Scott,312820,312.82,5.21
"""Walk It Talk It""",Migos featuring Drake,276147,276.15,4.6
"""Gucci Gang""",Lil Pump,124055,124.06,2.07
"""Him & I""",G-Eazy and Halsey,158374,158.37,2.64
"""In My Blood""",Shawn Mendes,211360,211.36,3.52
"""All the Stars""",Kendrick Lamar and SZA,232186,232.19,3.87
"""Stir Fry""",Migos,190288,190.29,3.17
"""Too Good at Goodbyes""",Sam Smith,201000,201.0,3.35
"""Love""",Kendrick Lamar featuring Zacari,213400,213.4,3.56
"""This Is America""",Childish Gambino,225773,225.77,3.76
"""Nonstop""",Drake,238614,238.61,3.98
"""Heaven""",Kane Brown,179506,179.51,2.99
"""Bodak Yellow""",Cardi B,223712,223.71,3.73
"""Freaky Friday""",Lil Dicky featuring Chris Brown,216631,216.63,3.61
"""Gummo""",6ix9ine,157643,157.64,2.63
"""Plug Walk""",Rich the Kid,175229,175.23,2.92
"""Wait""",Maroon 5,190642,190.64,3.18
"""Be Careful""",Cardi B,210787,210.79,3.51
"""Wolves""",Selena Gomez and Marshmello,197993,197.99,3.3
"""Bartier Cardi""",Cardi B featuring 21 Savage,224284,224.28,3.74
"""God Is a Woman""",Ariana Grande,197546,197.55,3.29
"""Big Bank""","YG featuring 2 Chainz, Nicki Minaj and Big Sean",237240,237.24,3.95
"""Sorry Not Sorry""",Demi Lovato,203760,203.76,3.4
"""How Long""",Charlie Puth,200853,200.85,3.35
"""Lights Down Low""",Max featuring Gnash,223846,223.85,3.73
"""Young Dumb & Broke""",Khalid,202546,202.55,3.38
"""One Kiss""",Calvin Harris and Dua Lipa,215226,215.23,3.59
"""Natural""",Imagine Dragons,189466,189.47,3.16
"""You Make It Easy""",Jason Aldean,193226,193.23,3.22
"""Shape of You""",Ed Sheeran,233712,233.71,3.9
"""I Get the Bag""",Gucci Mane featuring Migos,233087,233.09,3.88
"""No Brainer""","DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",260000,260.0,4.33
"""Plain Jane""",ASAP Ferg featuring Nicki Minaj,173600,173.6,2.89
"""Sky Walker""",Miguel featuring Travis Scott,259333,259.33,4.32
"""Marry Me""",Thomas Rhett,205453,205.45,3.42
"""Eastside""","Benny Blanco, Halsey and Khalid",170769,170.77,2.85
"""Call Out My Name""",The Weeknd,228373,228.37,3.81
"""King's Dead""","Jay Rock, Kendrick Lamar, Future and James Blake",225266,225.27,3.75
"""Happier""",Marshmello and Bastille,180822,180.82,3.01
"""Te Boté""","Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and 
Ozuna",275693,275.69,4.59
"""Simple""",Florida Georgia Line,185200,185.2,3.09
"""Lemon""",N.E.R.D and Rihanna,194840,194.84,3.25
"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,250173,250.17,4.17
"""Say Something""",Justin Timberlake featuring Chris Stapleton,278893,278.89,4.65
"""I'm Upset""",Drake,214466,214.47,3.57
"""Get Along""",Kenny Chesney,199625,199.62,3.33
"""Moonlight""",XXXTentacion,135090,135.09,2.25
"""What Lovers Do""",Maroon 5 featuring SZA,199849,199.85,3.33
"""X""",Nicky Jam and J Balvin,235746,235.75,3.93
"""Outside Today""",YoungBoy Never Broke Again,129105,129.1,2.15
"""Trip""",Ella Mai,213993,213.99,3.57
"""Dura""",Daddy Yankee,200480,200.48,3.34
"""Changes""",XXXTentacion,121886,121.89,2.03
"""Mercy""",Brett Young,217120,217.12,3.62
"""One Number Away""",Luke Combs,221800,221.8,3.7
"""Powerglide""",Rae Sremmurd featuring Juicy J,332300,332.3,5.54
"""IDGAF""",Dua Lipa,218173,218.17,3.64
"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,235746,235.75,3.93
"""Believer""",Imagine Dragons,204346,204.35,3.41
