No.,Title,Artist,Lyrics_URL
58,"""Wait""",Maroon 5,https://genius.com/Maroon-5-wait-lyrics
59,"""Be Careful""",Cardi B,https://genius.com/Cardi-b-be-careful-lyrics
60,"""Wolves""",Selena Gomez and Marshmello,https://genius.com/Selena-gomez-and-marshmello-wolves-lyrics
61,"""Bartier Cardi""",Cardi B featuring 21 Savage,https://genius.com/Cardi-b-bartier-cardi-lyrics
62,"""God Is a Woman""",Ariana Grande,https://genius.com/Ariana-grande-god-is-a-woman-lyrics
63,"""Big Bank""","YG featuring 2 Chainz, Nicki Minaj and Big Sean",https://genius.com/Yg-big-bank-lyrics
64,"""Sorry Not Sorry""",Demi Lovato,https://genius.com/Demi-lovato-sorry-not-sorry-lyrics
65,"""How Long""",Charlie Puth,https://genius.com/Charlie-puth-how-long-lyrics
66,"""Lights Down Low""",Max featuring Gnash,https://genius.com/Max-lights-down-low-lyrics
67,"""Young Dumb & Broke""",Khalid,https://genius.com/Khalid-young-dumb-and-broke-lyrics
68,"""One Kiss""",Calvin Harris and Dua Lipa,https://genius.com/Calvin-harris-and-dua-lipa-one-kiss-lyrics
69,"""Natural""",Imagine Dragons,https://genius.com/Imagine-dragons-natural-lyrics
70,"""You Make It Easy""",Jason Aldean,https://genius.com/Jason-aldean-you-make-it-easy-lyrics
71,"""Shape of You""",Ed Sheeran,https://genius.com/Ed-sheeran-shape-of-you-lyrics
72,"""I Get the Bag""",Gucci Mane featuring Migos,https://genius.com/Gucci-mane-i-get-the-bag-lyrics
73,"""No Brainer""","DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",https://genius.com/Dj-khaled-no-brainer-lyrics
74,"""Plain Jane""",ASAP Ferg featuring Nicki Minaj,https://genius.com/A-ap-ferg-plain-jane-lyrics
75,"""Sky Walker""",Miguel featuring Travis Scott,https://genius.com/Miguel-sky-walker-lyrics
76,"""Marry Me""",Thomas Rhett,https://genius.com/Thomas-rhett-marry-me-lyrics
77,"""Eastside""","Benny Blanco, Halsey and Khalid",https://genius.com/8-bit-arcade-eastside-8-bit-benny-blanco-and-halsey-and-khalid-emulation-lyrics
78,"""Call Out My Name""",The Weeknd,https://genius.com/The-weeknd-call-out-my-name-lyrics
79,"""King's Dead""","Jay Rock, Kendrick Lamar, Future and James Blake",https://genius.com/Spotify-new-music-friday-01-12-18-annotated
80,"""Happier""",Marshmello and Bastille,https://genius.com/Marshmello-and-bastille-happier-lyrics
81,"""Te Boté""","Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and 
Ozuna",https://genius.com/Spotify-top-hits-portugal-annotated
82,"""Simple""",Florida Georgia Line,https://genius.com/Florida-georgia-line-simple-lyrics
83,"""Lemon""",N.E.R.D and Rihanna,https://genius.com/Nerd-and-rihanna-lemon-lyrics
84,"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,https://genius.com/Logic-1-800-273-8255-lyrics
85,"""Say Something""",Justin Timberlake featuring Chris Stapleton,https://genius.com/Justin-timberlake-say-something-lyrics
86,"""I'm Upset""",Drake,https://genius.com/Drake-im-upset-lyrics
87,"""Get Along""",Kenny Chesney,https://genius.com/Kenny-chesney-get-along-lyrics
88,"""Moonlight""",XXXTentacion,https://genius.com/Xxxtentacion-moonlight-lyrics
89,"""What Lovers Do""",Maroon 5 featuring SZA,https://genius.com/Maroon-5-what-lovers-do-lyrics
90,"""X""",Nicky Jam and J Balvin,https://genius.com/Nicky-jam-and-j-balvin-x-equis-lyrics
91,"""Outside Today""",YoungBoy Never Broke Again,https://genius.com/Youngboy-never-broke-again-outside-today-lyrics
92,"""Trip""",Ella Mai,https://genius.com/Ella-mai-trip-lyrics
93,"""Dura""",Daddy Yankee,https://genius.com/Daddy-yankee-dura-lyrics
94,"""Changes""",XXXTentacion,https://genius.com/Xxxtentacion-changes-lyrics
95,"""Mercy""",Brett Young,https://genius.com/Brett-young-mercy-lyrics
96,"""One Number Away""",Luke Combs,https://genius.com/Luke-combs-one-number-away-lyrics
97,"""Powerglide""",Rae Sremmurd featuring Juicy J,https://genius.com/Rae-sremmurd-powerglide-lyrics
98,"""IDGAF""",Dua Lipa,https://genius.com/Dua-lipa-idgaf-lyrics
99,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,https://genius.com/Thehills79-2017-thehills79-listening-log-annotated
100,"""Believer""",Imagine Dragons,https://genius.com/Imagine-dragons-believer-lyrics
