No.,Title,Artist,Lyrics_URL
1,"""Shape of You""",Ed Sheeran,https://genius.com/Ed-sheeran-shape-of-you-lyrics
2,"""Despacito (Remix)""",Luis Fonsi and Daddy Yankee featuring Justin Bieber,https://genius.com/Genius-swedish-translations-luis-fonsi-and-daddy-yankee-despacito-remix-ft-justin-bieber-svensk-oversattning-lyrics
3,"""That's What I Like""",Bruno Mars,https://genius.com/Bruno-mars-thats-what-i-like-lyrics
4,"""Humble""",Kendrick Lamar,https://genius.com/Kendrick-lamar-humble-lyrics
5,"""Something Just Like This""",The Chainsmokers and Coldplay,https://genius.com/The-chainsmokers-and-coldplay-something-just-like-this-lyrics
6,"""Bad and Boujee""",Migos featuring Lil Uzi Vert,https://genius.com/Migos-bad-and-boujee-lyrics
7,"""Closer""",The Chainsmokers featuring Halsey,https://genius.com/The-chainsmokers-closer-lyrics
8,"""Body Like a Back Road""",Sam Hunt,https://genius.com/Sam-hunt-body-like-a-back-road-lyrics
9,"""Believer""",Imagine Dragons,https://genius.com/Imagine-dragons-believer-lyrics
10,"""Congratulations""",Post Malone featuring Quavo,https://genius.com/Post-malone-congratulations-lyrics
11,"""Say You Won't Let Go""",James Arthur,https://genius.com/James-arthur-say-you-wont-let-go-lyrics
12,"""I'm the One""","DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",https://genius.com/Dj-khaled-im-the-one-lyrics
13,"""XO Tour Llif3""",Lil Uzi Vert,https://genius.com/Lil-uzi-vert-xo-tour-llif3-lyrics
14,"""Mask Off""",Future,https://genius.com/Future-mask-off-lyrics
15,"""Unforgettable""",French Montana featuring Swae Lee,https://genius.com/French-montana-unforgettable-lyrics
16,"""24K Magic""",Bruno Mars,https://genius.com/Bruno-mars-24k-magic-lyrics
17,"""Stay""",Zedd and Alessia Cara,https://genius.com/Zedd-and-alessia-cara-stay-lyrics
18,"""Wild Thoughts""",DJ Khaled featuring Rihanna and Bryson Tiller,https://genius.com/Dj-khaled-wild-thoughts-lyrics
19,"""Black Beatles""",Rae Sremmurd featuring Gucci Mane,https://genius.com/Rae-sremmurd-black-beatles-lyrics
20,"""Starboy""",The Weeknd featuring Daft Punk,https://genius.com/The-weeknd-starboy-lyrics
21,"""Location""",Khalid,https://genius.com/Khalid-location-lyrics
22,"""Attention""",Charlie Puth,https://genius.com/Charlie-puth-attention-lyrics
23,"""There's Nothing Holdin' Me Back""",Shawn Mendes,https://genius.com/Shawn-mendes-theres-nothing-holdin-me-back-lyrics
24,"""Bodak Yellow""",Cardi B,https://genius.com/Cardi-b-bodak-yellow-lyrics
25,"""Redbone""",Childish Gambino,https://genius.com/Childish-gambino-redbone-lyrics
26,"""I Don't Wanna Live Forever""",Zayn and Taylor Swift,https://genius.com/Zayn-and-taylor-swift-i-dont-wanna-live-forever-lyrics
27,"""It Ain't Me""",Kygo and Selena Gomez,https://genius.com/Kygo-and-selena-gomez-it-aint-me-lyrics
28,"""iSpy""",Kyle featuring Lil Yachty,https://genius.com/Kyle-ispy-lyrics
29,"""Issues""",Julia Michaels,https://genius.com/Julia-michaels-issues-lyrics
30,"""Scars to Your Beautiful""",Alessia Cara,https://genius.com/Alessia-cara-scars-to-your-beautiful-lyrics
31,"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,https://genius.com/Logic-1-800-273-8255-lyrics
32,"""Slow Hands""",Niall Horan,https://genius.com/Niall-horan-slow-hands-lyrics
33,"""Love on the Brain""",Rihanna,https://genius.com/Rihanna-love-on-the-brain-lyrics
34,"""I Feel It Coming""",The Weeknd featuring Daft Punk,https://genius.com/The-weeknd-i-feel-it-coming-lyrics
35,"""Bounce Back""",Big Sean,https://genius.com/Big-sean-bounce-back-lyrics
36,"""Strip That Down""",Liam Payne featuring Quavo,https://genius.com/Liam-payne-strip-that-down-lyrics
37,"""Fake Love""",Drake,https://genius.com/Drake-fake-love-lyrics
38,"""Don't Wanna Know""",Maroon 5 featuring Kendrick Lamar,https://genius.com/Maroon-5-dont-wanna-know-lyrics
39,"""Look What You Made Me Do""",Taylor Swift,https://genius.com/Taylor-swift-look-what-you-made-me-do-lyrics
40,"""Castle on the Hill""",Ed Sheeran,https://genius.com/Ed-sheeran-castle-on-the-hill-lyrics
41,"""Bad Things""",Machine Gun Kelly and Camila Cabello,https://genius.com/Mgk-and-camila-cabello-bad-things-lyrics
42,"""Paris""",The Chainsmokers,https://genius.com/The-chainsmokers-paris-lyrics
43,"""Side to Side""",Ariana Grande featuring Nicki Minaj,https://genius.com/Ariana-grande-side-to-side-lyrics
44,"""Rockabye""",Clean Bandit featuring Sean Paul and Anne-Marie,https://genius.com/Clean-bandit-rockabye-lyrics
45,"""Feel It Still""",Portugal. The Man,https://genius.com/Portugal-the-man-feel-it-still-lyrics
46,"""Let Me Love You""",DJ Snake featuring Justin Bieber,https://genius.com/Dj-snake-let-me-love-you-lyrics
47,"""Sorry Not Sorry""",Demi Lovato,https://genius.com/Demi-lovato-sorry-not-sorry-lyrics
48,"""Bank Account""",21 Savage,https://genius.com/21-savage-bank-account-lyrics
49,"""Can't Stop the Feeling!""",Justin Timberlake,https://genius.com/Justin-timberlake-cant-stop-the-feeling-lyrics
50,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,https://genius.com/Thehills79-2017-thehills79-listening-log-annotated
51,"""Thunder""",Imagine Dragons,https://genius.com/Imagine-dragons-thunder-lyrics
52,"""T-shirt""",Migos,https://genius.com/Migos-t-shirt-lyrics
53,"""Rake It Up""",Yo Gotti featuring Nicki Minaj,https://genius.com/Yo-gotti-rake-it-up-lyrics
54,"""Mercy""",Shawn Mendes,https://genius.com/Shawn-mendes-mercy-lyrics
55,"""Tunnel Vision""",Kodak Black,https://genius.com/Kodak-black-tunnel-vision-lyrics
56,"""Rockstar""",Post Malone featuring 21 Savage,https://genius.com/Post-malone-rockstar-lyrics
57,"""In Case You Didn't Know""",Brett Young,https://genius.com/Brett-young-in-case-you-didnt-know-lyrics
58,"""Heathens""",Twenty One Pilots,https://genius.com/Twenty-one-pilots-heathens-lyrics
59,"""Now or Never""",Halsey,https://genius.com/Halsey-now-or-never-lyrics
60,"""Caroline""",Aminé,https://genius.com/Amine-caroline-lyrics
61,"""Rolex""",Ayo & Teo,https://genius.com/Ayo-and-teo-rolex-lyrics
62,"""DNA""",Kendrick Lamar,https://genius.com/Kendrick-lamar-dna-lyrics
63,"""Juju on That Beat (TZ Anthem)""",Zay Hilfigerrr & Zayion McCall,https://genius.com/Zay-hilfigerrr-and-zayion-mccall-juju-on-that-beat-tz-anthem-lyrics
64,"""Swang""",Rae Sremmurd,https://genius.com/Rae-sremmurd-swang-lyrics
65,"""Passionfruit""",Drake,https://genius.com/Drake-passionfruit-lyrics
66,"""Loyalty""",Kendrick Lamar featuring Rihanna,https://genius.com/Kendrick-lamar-loyalty-lyrics
67,"""Praying""",Kesha,https://genius.com/Kesha-praying-lyrics
68,"""Goosebumps""",Travis Scott,https://genius.com/Travis-scott-goosebumps-lyrics
69,"""Cold""",Maroon 5 featuring Future,https://genius.com/Maroon-5-cold-lyrics
70,"""Broccoli""",DRAM featuring Lil Yachty,https://genius.com/Dram-broccoli-lyrics
71,"""Slide""",Calvin Harris featuring Frank Ocean and Migos,https://genius.com/Calvin-harris-slide-lyrics
72,"""What Ifs""",Kane Brown featuring Lauren Alaina,https://genius.com/Kane-brown-what-ifs-lyrics
73,"""Chained to the Rhythm""",Katy Perry featuring Skip Marley,https://genius.com/Katy-perry-chained-to-the-rhythm-lyrics
74,"""Feels""","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",https://genius.com/Calvin-harris-feels-lyrics
75,"""All Time Low""",Jon Bellion,https://genius.com/Jon-bellion-all-time-low-lyrics
76,"""Hurricane""",Luke Combs,https://genius.com/Luke-combs-hurricane-lyrics
77,"""Too Good at Goodbyes""",Sam Smith,https://genius.com/Sam-smith-too-good-at-goodbyes-lyrics
78,"""Young Dumb & Broke""",Khalid,https://genius.com/Khalid-young-dumb-and-broke-lyrics
79,"""Magnolia""",Playboi Carti,https://genius.com/Playboi-carti-magnolia-lyrics
80,"""Love Galore""",SZA featuring Travis Scott,https://genius.com/Sza-love-galore-lyrics
81,"""Drowning""",A Boogie wit da Hoodie featuring Kodak Black,https://genius.com/A-boogie-wit-da-hoodie-drowning-lyrics
82,"""Starving""",Hailee Steinfeld and Grey featuring Zedd,https://genius.com/Beatstar-game-beatstar-official-playlist-annotated
83,"""Both""",Gucci Mane featuring Drake,https://genius.com/Gucci-mane-both-lyrics
84,"""What About Us""",P!nk,https://genius.com/P-nk-what-about-us-lyrics
85,"""Swalla""",Jason Derulo featuring Nicki Minaj and Ty Dolla Sign,https://genius.com/Jason-derulo-swalla-lyrics
86,"""Slippery""",Migos featuring Gucci Mane,https://genius.com/Migos-slippery-lyrics
87,"""Sign of the Times""",Harry Styles,https://genius.com/Harry-styles-sign-of-the-times-lyrics
88,"""Water Under the Bridge""",Adele,https://genius.com/Adele-water-under-the-bridge-lyrics
89,"""Malibu""",Miley Cyrus,https://genius.com/Miley-cyrus-malibu-lyrics
90,"""Down""",Marian Hill,https://genius.com/Marian-hill-down-lyrics
91,"""No Promises""",Cheat Codes featuring Demi Lovato,https://genius.com/Cheat-codes-no-promises-lyrics
92,"""Treat You Better""",Shawn Mendes,https://genius.com/Shawn-mendes-treat-you-better-lyrics
93,"""I Get the Bag""",Gucci Mane featuring Migos,https://genius.com/Gucci-mane-i-get-the-bag-lyrics
94,"""Small Town Boy""",Dustin Lynch,https://genius.com/Dustin-lynch-small-town-boy-lyrics
95,"""Everyday We Lit""",YFN Lucci featuring PnB Rock,https://genius.com/Yfn-lucci-everyday-we-lit-lyrics
96,"""Havana""",Camila Cabello featuring Young Thug,https://genius.com/Camila-cabello-havana-lyrics
97,"""What Lovers Do""",Maroon 5 featuring SZA,https://genius.com/Maroon-5-what-lovers-do-lyrics
98,"""Do Re Mi""",Blackbear,https://genius.com/Blackbear-do-re-mi-lyrics
99,"""Look at Me!""",XXXTentacion,https://genius.com/Xxxtentacion-look-at-me-lyrics
100,"""The Fighter""",Keith Urban featuring Carrie Underwood,https://genius.com/Keith-urban-the-fighter-lyrics
