Title,Artist,Chords
"""I'm the One""","DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne","['G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'Bm', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'C', 'D', 'G', 'Em', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D']"
"""XO Tour Llif3""",Lil Uzi Vert,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']"
"""Mask Off""",Future,"['A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm', 'A#', 'Dm', 'Em', 'Dm']"
"""Unforgettable""",French Montana featuring Swae Lee,"['G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m', 'G#m', 'B', 'E', 'D#m']"
"""24K Magic""",Bruno Mars,"['Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'F#m7b5', 'B7b9', 'Am7', 'Em7', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'Am7', 'F#m7b5', 'B7b9', 'Em7', 'Am7', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'F#m7b5', 'B7b9', 'Am7', 'Em7', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'Am7', 'F#m7b5', 'B7b9', 'Em7', 'Am7', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'F#m7b5', 'B7b9', 'Am7', 'Em7', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'Am7', 'F#m7b5', 'B7b9', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'Am7', 'C', 'Em7', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'F#m7b5', 'B7b9', 'Am7', 'Em7', 'Em7', 'Am7', 'Em7', 'Am7', 'Em7', 'F#m7b5', 'B7b9', 'Am7', 'Em7']"
"""Stay""",Zedd and Alessia Cara,"['Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Eb', 'Db', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Eb', 'Fm', 'Eb', 'Db', 'Db', 'Fm', 'Eb', 'Db', 'Fm', 'Eb']"
"""Wild Thoughts""",DJ Khaled featuring Rihanna and Bryson Tiller,not found
"""Black Beatles""",Rae Sremmurd featuring Gucci Mane,"['Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G', 'Am7', 'F', 'C', 'G']"
"""Starboy""",The Weeknd featuring Daft Punk,"['Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am']"
"""Location""",Khalid,"['Fmaj7', 'E7', 'Am7', 'Dm9', 'Em7', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Em7', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Em7', 'Fmaj7', 'E7', 'Am7', 'Am7', 'G#m7', 'Gm7', 'C7', 'Fmaj7', 'E7', 'Am7', 'Em7', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Em7', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Fmaj7', 'E7', 'Am7', 'Dm9', 'Am7']"
"""Attention""",Charlie Puth,"['D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B', 'D#m', 'C#', 'A#m', 'B']"
