No.,Title,Artist,Lyrics_URL,Lyrics
1,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,https://genius.com/Lil-nas-x-old-town-road-lyrics,"Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
(
Kio, Kio
)
I got the horses in the back
Horse tack is attached
Hat is matte black
Got the boots that's black to match
Ridin' on a horse, ha
You can whip your Porsche
I been in the valley
You ain't been up off that porch, now
Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'
Ridin' on a tractor
Lean all in my bladder
Cheated on my baby
You can go and ask her
My life is a movie
Bull ridin' and boobies
Cowboy hat from Gucci
Wrangler on my booty
Can't nobody tell me nothin'
You can't tell me nothin'
Can't nobody tell me nothin'
You can't tell me nothin'
Yeah, I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I'm gonna take my horse to the old town road
I'm gonna ride 'til I can't no more
I got the hor-"
2,"""Sunflower""",Post Malone and Swae Lee,https://genius.com/Post-malone-and-swae-lee-sunflower-lyrics,"Ayy, ayy, ayy, ayy 
Ooh, ooh, ooh, ooh 
Ayy, ayy
Ooh, ooh, ooh, ooh
Needless to say, I keep a check
She was a bad-bad, nevertheless 
Callin' it quits now, baby, I'm a wreck 
Crash at my place, baby, you're a wreck 
Needless to say, I'm keeping a check
She was a bad-bad, nevertheless
Callin' it quits now, baby, I'm a wreck
Crash at my place, baby, you're a wreck
Thinkin' in a bad way, losin' your grip
Screamin' at my face, baby, don't trip
Someone took a big L, don't know how that felt
Lookin' at you sideways, party on tilt
Ooh-ooh, some things you just can't refuse
She wanna ride me like a cruise and I'm not tryna lose
Then you're left in the dust, unless I stuck by ya
You're the sunflower, I think your love would be too much
Or you'll be left in the dust, unless I stuck by ya
You're the sunflower, you're the sunflower
Every time I'm leavin' on ya 
You don't make it easy, no 
Wish I could be there for ya 
Give me a reason to, oh 
Every time I'm walkin' out 
I can hear you tellin' me to turn around 
Fightin' for my trust and you won't back down 
Even if we gotta risk it all right now, oh 
I know you're scared of the unknown 
You don't wanna be alone 
I know I always come and go 
But it's out of my control
And you'll be left in the dust, unless I stuck by ya
You're the sunflower, I think your love would be too much
Or you'll be left in the dust, unless I stuck by ya
You're the sunflower, you're the sunflower "
3,"""Without Me""",Halsey,https://genius.com/Halsey-without-me-lyrics,"Found you when your heart was broke
I filled your cup until it overflowed
Took it so far to keep you close 
I was afraid to leave you on your own 
I said I'd catch you if you fall 
And if they laugh, then fuck 'em all 
And then I got you off your knees
Put you right back on your feet
Just so you could take advantage of me
Tell me, how's it feel sittin' up there?
Feelin' so high, but too far away to hold me
You know I'm the one who put you up there
Name in the sky, does it ever get lonely?
Thinkin' you could live without me
Thinkin' you could live without me
Baby, I'm the one who put you up there
I don't know why 
Thinkin' you could live without me
Live without me
Baby, I'm the one who put you up there
I don't know why 
Gave love 'bout a hundred tries 
Just runnin' from the demons in your mind
Then I took yours and made 'em mine 
I didn't notice 'cause my love was blind
Said I'd catch you if you fall 
And if they laugh, then fuck 'em all 
And then I got you off your knees
Put you right back on your feet
Just so you could take advantage of me
Tell me, how's it feel sittin' up there?
Feelin' so high, but too far away to hold me
You know I'm the one who put you up there
Name in the sky, does it ever get lonely?
Thinkin' you could live without me
Thinkin' you could live without me
Baby, I'm the one who put you up there
I don't know why 
Thinkin' you could live without me
Live without me
Baby, I'm the one who put you up there
I don't know why, yeah
You don't have to say just what you did 
I already know 
I had to go and find out from them 
So tell me, how's it feel? 
Tell me, how's it feel sittin' up there?
Feelin' so high, but too far away to hold me
You know I'm the one who put you up there
Name in the sky, does it ever get lonely?
Thinkin' you could live without me
Thinkin' you could live without me
Baby, I'm the one who put you up there
I don't know why "
4,"""Bad Guy""",Billie Eilish,https://genius.com/Billie-eilish-bad-guy-lyrics,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul? So cynical
So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
I'm the bad guy
I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know
So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
I'm the bad guy, duh
I'm only good at bein' bad, bad
I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne
I'm a bad guy
I'm, I'm a bad guy
Bad guy, bad guy
I'm a bad"
5,"""Wow""",Post Malone,https://genius.com/Post-malone-wow-lyrics,"Said she tired of little money, need a big boy
Pull up 20 inch blades like I'm Lil’ Troy
Now it's everybody flockin', need a decoy
Shawty mixing up the vodka with the LaCroix, yeah
G-Wagen, G-Wagen, G-Wagen, G-Wagen
All the housewives pullin’ up 
I got a lot of toys, 720S bumpin' Fall Out Boy
You was talkin' shit in the beginning 
Back when I was feelin' more forgivin' 
I know it piss you off to see me winnin' 
See the igloo in my mouth when I be grinnin’ , yeah
Hunnid bands in my pocket, it's on me
Hunnid deep when I roll like the army
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" 
Hunnid bands in my pocket, it's on me 
Yeah, your grandmama probably know me 
Get more bottles, these bottles are lonely
It’s a moment when I show up, got 'em sayin', ""Wow"" 
Everywhere I go 
Catch me on the block like I'm Mutombo 
750 Lambo in the Utah snow 
Trunk in the front like that shit Dumbo, yeah
Cut the roof off like a nip-tuck
Pull up to the house with some big butts
Turn the kitchen counter to a strip-club 
Me and Dre came for the...
When I got guap, all of y'all just appeared 
Before I dropped 
Stoney,
 none of y'all really cared 
Now they always say, ""Congratulations,"" to the kid 
And this is not a 40, but I'm pourin' out this shit 
Used to have a lot, but I got more now 
Made another hit 'cause I got bored now 
Always goin' for it, never punt fourth down
Last call, Hail Mary, Prescott touchdown, ayy
Hunnid bands in my pocket, it's on me 
Hunnid deep when I roll like the army 
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow"" 
Hunnid bands in my pocket, it's on me 
Yeah, your grandmama probably know me 
Get more bottles, these bottles are lonely
It's a moment when I show up, got 'em sayin', ""Wow""
Got 'em sayin', ""Wow""
Ayy, ayy, wow
Sayin', ""Wow""
Wow
Wow"
6,"""Happier""",Marshmello and Bastille,https://genius.com/Marshmello-and-bastille-happier-lyrics,"Lately, I been, I been thinkin'
I want you to be happier, I want you to be happier
When the morning comes, when we see what we've become
In the cold light of day, we're a flame in the wind, not the fire that we begun
Every argument, every word we can't take back
'Cause with all that has happened, I think that we both know the way that this story ends
Then only for a minute
I want to change my mind 'cause
This just don't feel right to me
I wanna raise your spirits
I want to see you smile, but
Know that means I'll have to leave
Know that means I'll have to leave
Lately, I been, I been thinkin'
I want you to be happier, I want you to be happier
When the evening falls and I'm left there with my thoughts
And the image of you being with someone else, well, it's eating me up inside
But we ran our course, we pretended we're okay
Now, if we jump together, at least we can swim far away from the wreck we made
Then only for a minute
I want to change my mind 'cause
This just don't feel right to me
I wanna raise your spirits
I want to see you smile, but
Know that means I'll have to leave
Know that means I'll have to leave
Lately, I been, I been thinkin'
I want you to be happier, I want you to be happier
So I'll go, I'll go
I will go, go, go
So I'll go, I'll go
I will go, go, go
Lately, I been, I been thinkin'
I want you to be happier, I want you to be happier
Even though I might not like this
I think that you'll be happier, I want you to be happier
Then only for a minute 
I want to change my mind 'cause
This just don't feel right to me 
I wanna raise your spirits 
I want to see you smile but
Know that means I'll have to leave
Know that means I'll have to leave
Lately, I been, I been thinkin'
I want you to be happier, I want you to be happier
So I'll go, I'll go
I will go, go, go"
7,"""7 Rings""",Ariana Grande,https://genius.com/Ariana-grande-7-rings-lyrics,"Yeah, breakfast at Tiffany's and bottles of bubbles
Girls with tattoos who like getting in trouble
Lashes and diamonds, ATM machines
Buy myself all of my favorite things 
Been through some bad shit, I should be a sad bitch
Who woulda thought it'd turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing, yeah 
My wrist, stop watchin', my neck is flossy
Make big deposits, my gloss is poppin'
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it 
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it 
Wearing a ring, but ain't gon' be no ""Mrs.""
Bought matching diamonds for six of my bitches
I'd rather spoil all my friends with my riches
Think retail therapy my new addiction
Whoever said money can't solve your problems
Must not have had enough money to solve 'em
They say, ""Which one?"" I say, ""Nah, I want all of 'em""
Happiness is the same price as red-bottoms
My smile is beamin' , my skin is gleamin' 
The way it shine, I know you've seen it 
I bought a crib just for  the closet 
Both his and hers, I want it, I got it, yeah
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it 
You like my hair? Gee, thanks, just bought it 
I see it, I like it, I want it, I got it 
Yeah, my receipts be lookin' like phone numbers
If it ain't money, then wrong number
Black card is my business card
The way it be settin' the tone for me
I don't mean to brag, but I be like, ""Put it in the bag,"" yeah
When you see them racks, they stacked up like my ass, yeah
Shoot, go from the store to the booth
Make it all back in one loop, gimme the loot
Never mind, I got the juice
Nothing but net when we shoot
Look at my neck, look at my jet
Ain't got enough money to pay me respect
Ain't no budget when I'm on the set
If I like it, then that's what I get, yeah
I want it, I got it, I want it, I got it 
I want it, I got it, I want it, I got it 
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it "
8,"""Talk""",Khalid,https://genius.com/Khalid-talk-lyrics,"Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost, lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Yeah, started off right
I can see it in your eyes
I can tell that you're wantin' more
What's been on your mind?
There's no reason we should hide
Tell me somethin' I ain't heard before
Oh, I've been dreamin' 'bout it
And it's you I'm on
So stop thinkin' 'bout it
Can we just talk? Can we just talk?
Talk about where we're goin'
Before we get lost, lend me your thoughts 
Can't get what we want without knowin' 
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Oh, nah
Penthouse view, left some flowers in the room
I'll make sure I leave the door unlocked
Now I'm on the way, swear I won't be late
I'll be there by five o'clock
Oh, you've been dreamin' 'bout it
And I'm what you want
So stop thinkin' 'bout it
Can we just talk?  Can we just talk?
Talk about where we're goin'
Before we get lost, lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can we just talk? Can we just talk?
Figure out where we're goin'
Figure out where we're goin'"
9,"""Sicko Mode""",Travis Scott,https://genius.com/Travis-scott-sicko-mode-lyrics,"Astro, yeah
Sun is down, freezin' cold
That's how we already know, winter's here
My dawg would probably do it for a Louis belt
That's just all he know, he don't know nothin' else
I tried to show 'em, yeah
I tried to show 'em, yeah, yeah
Yeah, yeah, yeah
Goin' on you with the pick and roll
Young La Flame, he in sicko mode
[Verse 1: Travis Scott & 
The Notorious B.I.G
.
]
 Made this here with all the ice on in the booth
At the gate outside, when they pull up, they get me loose
Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes
This shit way too big, when we pull up, give me the loot (
Gimme the loot!
)
Was off the Remy, had a Papoose
Had to hit my old town to duck the news
Two-four hour lockdown, we made no moves
Now it's 4 a.m. and I'm back up poppin' with the crew
I just landed in, Chase B mixes pop like Jamba Juice
Different colored chains, think my jeweler really sellin' fruits
And they chokin', man, know the crackers wish it was a noose
[Refrain: Big Hawk & 
Swae Lee
]
Some-some-some-someone said
To win the retreat, we all in too deep
Play-play-playin' for keeps, don't play us for weak (
Someone said
)
To win the retreat, we all in too deep
Play-play-playin' for keeps, don't play us for weak
[Verse 2: Travis Scott & 
Uncle Luke
]
Yeah, this shit way too formal, y'all know I don't follow suit
Stacey Dash, most of these girls ain't got a clue
All of these hoes I made off records I produced
I might take all my exes and put 'em all in a group
Hit my eses, I need the bootch
'Bout to turn this function to Bonnaroo
Told her, ""Hop in, you comin' too""
In the 305, bitches treat me like I'm Uncle Luke
(
Don't stop, pop that pussy!
)
Had to slop the top off, it's just a roof, uh
She said, ""Where we goin'?"" I said, ""The moon""
We ain't even make it to the room
She thought it was the ocean, it's just the pool
Now I got her open, it's just the Goose
Who put this shit together? I'm the glue
[Refrain: Travis Scott, 
Swae Lee
 & 
Big Hawk
]
Someone said
Shorty FaceTimed me out the blue
Someone said
Play-playin' for keeps
Someone said, mother****, someone said
Don't play us for weak
[Intro: Travis Scott, 
Drake
 & 
Lil Juice
]
Yeah
Astro, yeah, yeah
(
Tay Keith, fuck these niggas up
)
Ayy, ayy
[Chorus: Drake & 
Travis Scott
]
She's in love with who I am
Back in high school, I used to bus it to the dance (
Yeah
)
Now I hit the FBO with duffels in my hands
I did half a Xan, thirteen hours 'til I land
Had me out like a light, ayy, yeah
Like a light, ayy, yeah
[Verse 1: Drake & 
Travis Scott
]
Like a light, ayy, slept through the flight, ayy
Knocked for the night, ayy
767, man, this shit got double bedroom, man
I still got scores to settle, man
I crept down the block 
Made a right 
Cut the lights , paid the price 
Niggas think it's sweet , it's on sight 
Nothin' nice , baguettes in my ice 
Jesus Christ , checks over stripes 
That's what I like (
Yeah
), that's what we like (
Yeah
)
Lost my respect, you not a threat
When I shoot my shot, that shit wetty like I'm Sheck (
Bitch
)
See the shots that I took , wet like I'm Book 
Wet like I'm Lizzie
I be spinnin' Valley, circle blocks 'til I'm dizzy 
Like where is he? 
No one seen him 
I'm tryna clean 'em
 
[Chorus: Drake & 
Travis Scott
]
She's in love with who I am
Back in high school, I used to bus it to the dance
Now I hit the FBO with duffels in my hands (
Woo
)
I did half a Xan, thirteen hours 'til I land
Had me out like a light (
Like a light
)
Like a light (
Like a light
)
Like a light (
Like a light
)
Like a light
Yeah, passed the dawgs a celly
Sendin' texts, ain't sendin' kites, yeah
He said, ""Keep that on lock""
I say, ""You know this shit, it's stife,"" yeah
It's absolute, yeah , 
I'm back, reboot 
LaFerrari to Jamba Juice, yeah 
We back on the road, they jumpin' off, no parachute, yeah
Shorty in the back
She said she workin' on her glutes, yeah 
Ain't by the book, yeah, this how it look, yeah
'Bout a check, yeah , just check the foots, yeah
Pass this to my daughter, I'ma show her what it took 
Baby mama cover 
Forbes
, got these other bitches shook
Yeah"
10,"""Sucker""",Jonas Brothers,https://genius.com/Jonas-brothers-sucker-lyrics,"We go together
Better than birds of a feather, you and me
We change the weather, yeah
I'm feelin' heat in December when you're 'round me
[Pre-Chorus: Joe Jonas, 
Joe Jonas & Nick Jonas
]
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
[Chorus: Nick Jonas & 
Joe Jonas
]
I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you
 , 
about you
 
And you're makin' the typical me break my typical rules
It's true,
 I'm a sucker for you
Yeah
Don't complicate it 
'Cause I know you and you know everything about me
I can't remember  all of the nights
I don't remember when you're 'round me 
[Pre-Chorus: Joe Jonas, 
Joe Jonas & Nick Jonas
]
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
[Chorus: Nick Jonas & 
Joe Jonas
]
I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you
 , 
about you
 
And you're makin' the typical me break my typical rules
It's true,
 I'm a sucker for you
Yeah 
[Pre-Chorus: Joe Jonas, 
Joe Jonas & Nick Jonas
]
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
[Chorus: Nick Jonas & 
Joe Jonas
]
I'm a sucker for you
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you
 , 
about you
 
And you're makin' the typical me break my typical rules
It's true,
 I'm a sucker for you
I'm a sucker for you"
